Ants,Larva,Food
276.8,259.3,1.8
285.1,261.4,1.4
284.5,251.2,6.2
282.9,257.6,7.4
277.5,258.5,4.0
282.0,272.8,1.3
286.1,269.8,1.5
286.7,278.1,3.7
288.7,279.7,4.2
288.8,279.8,2.4
295.7,274.7,5.4
292.4,270.6,1.7
293.2,261.0,0.5
293.2,255.5,2.7
293.1,259.0,0.7
295.1,245.8,2.7
294.8,249.1,3.7
290.6,249.5,0.9
287.9,256.1,0.7
287.3,256.4,1.9
282.2,257.4,1.7
276.4,244.7,1.9
271.6,241.4,2.0
270.0,236.7,2.4
270.1,233.6,1.9
267.5,248.9,2.1
261.4,260.2,2.9
254.0,264.1,0.7
250.1,253.6,1.0
248.8,246.9,0.2
245.6,229.7,0.2
250.7,228.9,1.5
253.6,228.1,2.0
256.2,242.2,5.6
253.0,248.7,1.3
252.5,260.8,5.8
257.2,266.8,1.9
257.5,266.7,3.8
257.9,262.5,3.1
259.4,275.9,2.3
261.3,275.6,3.2
262.4,264.7,1.0
264.1,274.3,1.6
262.0,275.2,0.6
262.5,266.1,2.5
262.5,251.0,4.1
258.6,263.8,2.5
269.6,258.2,2.3
264.4,247.0,4.1
264.5,253.0,1.4
262.8,265.9,3.0
257.9,246.8,2.0
260.7,234.8,2.0
258.9,254.0,0.9
260.0,261.3,2.2
255.5,261.0,2.2
247.5,269.2,2.1
245.2,273.5,1.0
243.5,259.1,0.7
247.2,245.5,2.2
250.9,238.2,5.6
253.6,254.8,2.6
252.6,254.9,1.6
250.4,251.1,1.5
246.7,251.1,5.4
253.9,262.7,2.8
254.9,247.2,1.7
252.2,238.2,4.2
252.3,253.5,6.0
250.0,257.6,1.3
260.2,251.4,2.7
254.5,252.3,0.4
252.6,250.8,1.9
255.3,237.2,1.8
259.9,238.3,4.8
261.7,230.8,1.4
260.7,248.0,2.5
257.7,262.1,1.0
256.1,267.7,4.1
260.0,268.8,0.4
263.5,274.5,1.8
261.8,269.1,0.7
262.2,270.2,1.6
263.0,271.8,1.8
263.2,277.2,0.1
266.4,270.5,0.7
267.9,279.5,5.5
271.8,291.3,4.3
271.6,295.5,1.7
274.5,284.8,2.9
272.1,291.3,2.2
275.5,278.3,1.1
279.1,273.6,6.5
277.5,269.7,0.5
273.6,268.4,1.1
272.0,260.0,1.2
270.6,265.3,5.0
270.3,261.4,0.0
267.0,254.2,2.5
260.0,245.8,1.9
262.5,263.8,4.0
267.1,263.8,1.1
269.7,254.5,3.8
272.8,268.1,3.4
272.3,289.7,4.3
279.4,283.7,0.7
276.8,278.6,2.5
275.1,285.3,2.4
274.8,273.1,1.6
273.8,261.3,5.7
276.9,263.9,3.1
278.0,279.6,0.2
273.4,264.8,0.1
276.9,272.0,0.1
278.0,275.7,3.1
277.6,271.1,0.3
279.5,260.4,3.4
278.1,279.4,2.7
279.5,276.2,0.9
278.1,291.2,1.3
278.6,292.4,2.0
278.7,295.8,2.2
272.6,274.8,2.2
276.0,278.7,1.2
278.7,271.3,3.9
279.5,269.2,2.2
280.4,269.0,2.2
279.2,296.6,0.7
280.8,287.3,0.0
281.3,279.3,2.5
280.6,277.3,2.9
283.1,278.7,0.8
282.3,264.4,2.7
286.9,285.6,3.6
283.7,288.2,2.5
279.3,285.0,1.9
278.0,284.2,2.2
277.9,294.6,4.0
288.1,288.4,3.8
287.5,287.4,0.7
287.5,295.3,2.3
284.9,293.3,0.0
289.0,289.2,4.5
286.6,280.6,1.3
284.3,290.2,1.5
285.3,280.0,0.6
278.2,280.8,1.6
280.7,289.3,3.2
278.1,293.0,0.7
279.5,289.7,3.8
277.4,296.6,2.8
280.9,313.0,0.3
281.7,293.8,1.4
284.5,295.4,2.0
289.6,309.1,1.8
292.0,314.9,2.3
292.5,291.0,0.0
295.0,314.0,2.8
291.9,299.0,1.3
294.5,288.5,1.5
299.4,284.2,1.7
299.5,296.6,5.0
310.6,283.3,0.6
307.4,294.3,0.8
310.6,298.9,0.7
308.5,302.5,0.3
311.9,299.0,0.5
304.3,281.0,0.1
305.2,281.6,2.0
306.7,268.6,1.0
301.5,262.6,2.4
300.2,274.3,1.4
293.8,301.8,0.2
290.2,293.7,0.4
288.5,296.9,2.1
290.9,312.0,5.1
292.5,314.2,0.7
295.6,296.5,0.7
293.0,297.6,1.7
291.0,303.6,3.5
294.5,284.3,3.0
293.1,276.4,1.2
292.4,283.5,0.7
287.7,276.9,0.4
287.4,276.3,0.9
283.3,288.7,1.3
279.2,286.5,1.3
279.2,274.7,0.7
277.9,283.6,1.3
278.6,283.5,3.9
280.1,286.1,0.9
275.4,281.6,2.6
275.1,286.0,0.5
277.3,283.6,4.0
281.0,289.2,2.1
283.0,288.6,2.1
280.8,301.3,0.0
283.0,311.9,0.1
285.1,314.0,3.2
286.6,306.9,0.5
290.1,301.5,1.5
293.2,292.0,3.1
303.5,292.4,2.3
303.9,292.7,3.3
302.9,306.4,2.6
301.1,305.8,2.1
298.2,307.5,4.1
301.0,307.2,0.1
298.3,302.5,2.2
296.8,287.1,0.1
293.8,288.9,2.9
294.4,292.6,0.9
287.3,279.5,2.7
290.4,299.4,1.7
282.6,300.3,1.5
281.6,307.8,2.0
282.3,306.1,0.8
282.0,326.5,1.3
282.4,308.5,2.2
284.3,322.0,2.9
291.1,320.6,0.9
290.7,318.9,1.9
298.9,304.8,3.4
297.6,312.8,0.4
300.8,300.3,0.8
301.7,282.0,3.7
305.1,292.6,1.8
302.8,290.1,1.4
301.5,280.5,1.4
300.2,281.9,1.7
293.1,288.7,1.5
295.8,288.9,2.1
295.6,292.6,0.8
296.7,295.2,0.0
294.1,288.7,1.2
291.1,302.2,1.7
295.3,305.0,1.1
299.3,313.2,2.0
302.8,328.6,0.0
294.2,325.4,1.2
290.2,316.2,0.1
294.5,305.2,1.3
294.7,297.9,1.2
306.7,282.4,0.7
305.5,287.6,3.5
301.1,290.7,2.0
299.5,288.9,0.3
293.6,285.3,0.9
292.8,297.7,2.8
293.5,300.8,2.4
296.3,291.2,1.5
293.9,308.2,1.2
288.0,312.5,1.5
286.9,293.5,1.5
284.5,289.5,1.6
281.6,292.2,1.9
281.5,281.8,3.1
279.8,287.3,0.0
278.3,301.2,3.2
275.5,310.7,0.1
273.1,301.1,0.0
272.2,289.9,0.2
274.8,290.1,2.1
271.0,284.2,0.7
268.6,268.3,2.6
